run_id,size,operation,phase,sample,status,page_count_before,duration_ns,outcome,detail
screen-corrected-01,3000,LINK,measure,15,completed,3000,2879000,success,
screen-corrected-01,3000,LINK,measure,16,completed,3000,2272333,success,
screen-corrected-01,3000,LINK,measure,17,completed,3000,2098583,success,
screen-corrected-01,3000,LINK,measure,18,completed,3000,1962791,success,
screen-corrected-01,3000,LINK,measure,19,completed,3000,2674125,success,
screen-corrected-01,3000,LIST,warmup,0,completed,3000,15649542,success,
screen-corrected-01,3000,LIST,warmup,1,completed,3000,15470250,success,
screen-corrected-01,3000,LIST,warmup,2,completed,3000,15322250,success,
screen-corrected-01,3000,LIST,warmup,3,completed,3000,17214833,success,
screen-corrected-01,3000,LIST,warmup,4,completed,3000,15424584,success,
screen-corrected-01,3000,LIST,measure,0,completed,3000,15316375,success,
screen-corrected-01,3000,LIST,measure,1,completed,3000,15755833,success,
screen-corrected-01,3000,LIST,measure,2,completed,3000,15380333,success,
screen-corrected-01,3000,LIST,measure,3,completed,3000,16538000,success,
screen-corrected-01,3000,LIST,measure,4,completed,3000,15364125,success,
screen-corrected-01,3000,LIST,measure,5,completed,3000,14898667,success,
screen-corrected-01,3000,LIST,measure,6,completed,3000,14883500,success,
screen-corrected-01,3000,LIST,measure,7,completed,3000,14922500,success,
screen-corrected-01,3000,LIST,measure,8,completed,3000,15142167,success,
screen-corrected-01,3000,LIST,measure,9,completed,3000,15107375,success,
screen-corrected-01,3000,LIST,measure,10,completed,3000,19682083,success,
screen-corrected-01,3000,LIST,measure,11,completed,3000,15444959,success,
screen-corrected-01,3000,LIST,measure,12,completed,3000,15105416,success,
screen-corrected-01,3000,LIST,measure,13,completed,3000,15065083,success,
screen-corrected-01,3000,LIST,measure,14,completed,3000,15374375,success,
screen-corrected-01,3000,LIST,measure,15,completed,3000,15100209,success,
screen-corrected-01,3000,LIST,measure,16,completed,3000,15188375,success,
screen-corrected-01,3000,LIST,measure,17,completed,3000,16213334,success,
screen-corrected-01,3000,LIST,measure,18,completed,3000,15463791,success,
screen-corrected-01,3000,LIST,measure,19,completed,3000,15216458,success,
screen-corrected-01,3000,SAVE,warmup,0,completed,3000,7825166,success,
screen-corrected-01,3000,SAVE,warmup,1,completed,3000,6285791,success,
screen-corrected-01,3000,SAVE,warmup,2,completed,3000,5455917,success,
screen-corrected-01,3000,SAVE,warmup,3,completed,3000,5996708,success,
screen-corrected-01,3000,SAVE,warmup,4,completed,3000,6122833,success,
screen-corrected-01,3000,SAVE,measure,0,completed,3000,7027917,success,
screen-corrected-01,3000,SAVE,measure,1,completed,3000,5557208,success,
screen-corrected-01,3000,SAVE,measure,2,completed,3000,5170958,success,
screen-corrected-01,3000,SAVE,measure,3,completed,3000,5096500,success,
screen-corrected-01,3000,SAVE,measure,4,completed,3000,4711458,success,
screen-corrected-01,3000,SAVE,measure,5,completed,3000,13971500,success,
screen-corrected-01,3000,SAVE,measure,6,completed,3000,5447875,success,
screen-corrected-01,3000,SAVE,measure,7,completed,3000,4605833,success,
screen-corrected-01,3000,SAVE,measure,8,completed,3000,4542000,success,
screen-corrected-01,3000,SAVE,measure,9,completed,3000,4756959,success,
screen-corrected-01,3000,SAVE,measure,10,completed,3000,4715541,success,
screen-corrected-01,3000,SAVE,measure,11,completed,3000,4577125,success,
screen-corrected-01,3000,SAVE,measure,12,completed,3000,4463750,success,
screen-corrected-01,3000,SAVE,measure,13,completed,3000,4496125,success,
screen-corrected-01,3000,SAVE,measure,14,completed,3000,5117084,success,
screen-corrected-01,3000,SAVE,measure,15,completed,3000,4571583,success,
screen-corrected-01,3000,SAVE,measure,16,completed,3000,6730417,success,
screen-corrected-01,3000,SAVE,measure,17,completed,3000,5799500,success,
screen-corrected-01,3000,SAVE,measure,18,completed,3000,5093250,success,
screen-corrected-01,3000,SAVE,measure,19,completed,3000,5323958,success,
screen-corrected-01,3000,CREATE,warmup,0,completed,3000,4375509084,success,
screen-corrected-01,3000,CREATE,warmup,1,completed,3001,4224008958,success,
screen-corrected-01,3000,CREATE,measure,0,completed,3002,4273761417,success,
screen-corrected-01,3000,CREATE,measure,1,completed,3003,4270601167,success,
screen-corrected-01,3000,CREATE,measure,2,completed,3004,4297022916,success,
screen-corrected-01,3000,CREATE,measure,3,completed,3005,4012611000,success,
screen-corrected-01,3000,CREATE,measure,4,completed,3006,4243836208,success,
