run_id,size,operation,phase,sample,status,page_count_before,duration_ns,outcome,detail,arm
create-guard-b0,1000,LIST,measure,13,completed,1000,8384167,success,,none
create-guard-b0,1000,LIST,measure,14,completed,1000,8352416,success,,none
create-guard-b0,1000,LIST,measure,15,completed,1000,8939750,success,,none
create-guard-b0,1000,LIST,measure,16,completed,1000,8524584,success,,none
create-guard-b0,1000,LIST,measure,17,completed,1000,8345500,success,,none
create-guard-b0,1000,LIST,measure,18,completed,1000,8372334,success,,none
create-guard-b0,1000,LIST,measure,19,completed,1000,8120750,success,,none
create-guard-b0,1000,SAVE,warmup,0,completed,1000,7423041,success,,none
create-guard-b0,1000,SAVE,warmup,1,completed,1000,6662209,success,,none
create-guard-b0,1000,SAVE,warmup,2,completed,1000,6143917,success,,none
create-guard-b0,1000,SAVE,warmup,3,completed,1000,6185833,success,,none
create-guard-b0,1000,SAVE,warmup,4,completed,1000,6362709,success,,none
create-guard-b0,1000,SAVE,measure,0,completed,1000,5713625,success,,none
create-guard-b0,1000,SAVE,measure,1,completed,1000,5806708,success,,none
create-guard-b0,1000,SAVE,measure,2,completed,1000,5497000,success,,none
create-guard-b0,1000,SAVE,measure,3,completed,1000,5185541,success,,none
create-guard-b0,1000,SAVE,measure,4,completed,1000,5068084,success,,none
create-guard-b0,1000,SAVE,measure,5,completed,1000,5425542,success,,none
create-guard-b0,1000,SAVE,measure,6,completed,1000,9308792,success,,none
create-guard-b0,1000,SAVE,measure,7,completed,1000,6402875,success,,none
create-guard-b0,1000,SAVE,measure,8,completed,1000,5697625,success,,none
create-guard-b0,1000,SAVE,measure,9,completed,1000,5969875,success,,none
create-guard-b0,1000,SAVE,measure,10,completed,1000,5511083,success,,none
create-guard-b0,1000,SAVE,measure,11,completed,1000,25939459,success,,none
create-guard-b0,1000,SAVE,measure,12,completed,1000,6004250,success,,none
create-guard-b0,1000,SAVE,measure,13,completed,1000,5173708,success,,none
create-guard-b0,1000,SAVE,measure,14,completed,1000,5250750,success,,none
create-guard-b0,1000,SAVE,measure,15,completed,1000,5287792,success,,none
create-guard-b0,1000,SAVE,measure,16,completed,1000,5362875,success,,none
create-guard-b0,1000,SAVE,measure,17,completed,1000,5131125,success,,none
create-guard-b0,1000,SAVE,measure,18,completed,1000,5521792,success,,none
create-guard-b0,1000,SAVE,measure,19,completed,1000,5870083,success,,none
create-guard-b0,1000,CREATE,warmup,0,completed,1000,1373771250,success,,none
create-guard-b0,1000,CREATE,warmup,1,completed,1001,1354763000,success,,none
create-guard-b0,1000,CREATE,measure,0,completed,1002,1358549458,success,,none
create-guard-b0,1000,CREATE,measure,1,completed,1003,1329390791,success,,none
create-guard-b0,1000,CREATE,measure,2,completed,1004,1319355292,success,,none
create-guard-b0,1000,CREATE,measure,3,completed,1005,1420411959,success,,none
create-guard-b0,1000,CREATE,measure,4,completed,1006,1327744458,success,,none
create-guard-b0,3000,LINK,warmup,0,completed,3000,3277333,success,,none
create-guard-b0,3000,LINK,warmup,1,completed,3000,5065084,success,,none
